IRTT,"	ORTT","	T1","		T2","		T3","		G","		HNG","		phiL","	phiR","	UX1","		UY1","		UX2	","	UY2	","	UX3	","	UY3	","	UX4	","	UY4","		UX5","		UY5","		UX6","		UY6	","	UX7","		UY7","		UX8","		UY8","		UX9","		UY9","		UX10","		UY10","		MaxVM",Error
0.005,0.013,0.22,0.14,0.14,0.038,0.03,0.16,0.13,-0.480209,-0.029484,-0.317408,-0.025151,-0.280772,-0.025003,-0.117942,-0.028018,-0.076685,-0.02648,0.085469,-0.011354,0.122574,-0.008373,0.285064,0.002575,0.315687,0.001016,0.476225,-0.026377,284409056,0.158124
0.004,0.012,0.22,0.21,0.02,0.032,0.037,0.21,0.21,-0.481809,-0.035973,-0.312342,-0.025788,-0.28165,-0.024474,-0.111932,-0.020133,-0.079205,-0.018964,0.09039,-0.011185,0.125132,-0.008228,0.293601,0.012773,0.310934,0.011611,0.475091,-0.031695,221922272,0.235765
0.021,0.03,0.56,0.46,0.17,0.044,0.042,0.15,0.26,-0.47926,-0.042636,-0.321442,-0.047337,-0.276048,-0.04793,-0.118161,-0.047355,-0.071916,-0.045929,0.085707,-0.036776,0.134948,-0.030519,0.289851,0.000039,0.315274,-0.000375,0.4691,-0.035961,67135128,0.117169
0.019,0.028,0.8,0.76,0.12,0.023,0.02,0.28,0.2,-0.488387,-0.019934,-0.308965,-0.018917,-0.28687,-0.019287,-0.107583,-0.026308,-0.083772,-0.026752,0.095652,-0.026414,0.123361,-0.022773,0.29678,0.023257,0.30947,0.023464,0.484296,-0.0169,133836672,0.113748
0.009,0.029,0.24,0.16,0.18,0.036,0.042,0.26,0.11,-0.474807,-0.038122,-0.311711,-0.008599,-0.286847,-0.007353,-0.121617,-0.020417,-0.083221,-0.022325,0.08249,-0.025701,0.123838,-0.02385,0.288585,-0.005681,0.311631,-0.006602,0.474404,-0.037853,36463824,0.227034
0.003,0.012,0.09,0.08,0.11,0.046,0.038,0.15,0.12,-0.47395,-0.035978,-0.31973,-0.023242,-0.27732,-0.021708,-0.122583,-0.023269,-0.073344,-0.02162,0.080943,-0.009709,0.124183,-0.007909,0.278925,-0.006958,0.318509,-0.009929,0.471376,-0.033966,35705140,0.209411
0.006,0.025,0.65,0.33,0.09,0.037,0.036,0.15,0.19,-0.484657,-0.037455,-0.321076,-0.051543,-0.284295,-0.054751,-0.120746,-0.0692,-0.082485,-0.071853,0.081493,-0.080118,0.127135,-0.076645,0.287976,-0.043669,0.318202,-0.040247,0.482344,-0.036421,259754224,0.004312
0.009,0.012,0.01,0.01,0.02,0.029,0.025,0.23,0.3,-0.480352,-0.021194,-0.310707,0.017094,-0.287035,0.019989,-0.113163,0.023708,-0.083807,0.024553,0.089992,0.030837,0.118635,0.031676,0.292504,0.035573,0.312769,0.032693,0.478666,-0.019496,12121316,0.488831
0.006,0.03,0.02,0.01,0.13,0.037,0.031,0.29,0.17,-0.47357,-0.024591,-0.314801,0.021649,-0.288541,0.024827,-0.123325,0.017797,-0.085061,0.016961,0.080304,0.016763,0.115516,0.015722,0.280604,0.00615,0.313553,0.002229,0.476277,-0.027211,9645177,0.419804
0.01,0.02,0.01,0.01,0.16,0.021,0.048,0.14,0.26,-0.483359,-0.046231,-0.304044,-0.022758,-0.287917,-0.021462,-0.107155,-0.015996,-0.082662,-0.014344,0.097197,0.004514,0.112342,0.005181,0.293162,0.0022,0.302729,0.000916,0.477932,-0.043901,87157328,0.378539
0.007,0.021,0.16,0.14,0.16,0.041,0.046,0.15,0.23,-0.475987,-0.044268,-0.315917,-0.031792,-0.277729,-0.029961,-0.117199,-0.027071,-0.072939,-0.024658,0.086953,-0.010081,0.126215,-0.007201,0.286523,0.001716,0.313194,-0.000811,0.468976,-0.039671,17623684,0.261715
0.003,0.01,0.36,0.32,0.06,0.03,0.048,0.12,0.28,-0.491973,-0.049644,-0.321689,-0.07409,-0.280318,-0.074978,-0.109143,-0.057859,-0.076882,-0.053771,0.093154,-0.027661,0.119863,-0.024433,0.291225,-0.009284,0.307177,-0.010166,0.475827,-0.044098,558941888,0.135263
0.017,0.026,0.78,0.77,0.13,0.037,0.048,0.2,0.25,-0.485901,-0.049472,-0.321495,-0.064348,-0.279758,-0.066021,-0.114688,-0.064344,-0.075423,-0.063005,0.089377,-0.053427,0.1338,-0.0471,0.29472,-0.010283,0.31052,-0.010106,0.472226,-0.0433,122655856,0.077387
0.015,0.026,0.2,0.12,0.16,0.031,0.04,0.28,0.15,-0.476657,-0.035991,-0.309128,-0.001036,-0.289541,0.000275,-0.118848,-0.012033,-0.085522,-0.013446,0.085601,-0.015627,0.120995,-0.014096,0.291291,0.002853,0.309133,0.001771,0.47613,-0.035644,8260555.5,0.282979
0.014,0.026,0.57,0.41,0.19,0.044,0.022,0.17,0.21,-0.478895,-0.02286,-0.321544,-0.02914,-0.27769,-0.030998,-0.120372,-0.038045,-0.074861,-0.038488,0.082566,-0.034511,0.130171,-0.028793,0.28406,0.004626,0.31927,0.005689,0.474896,-0.018379,68428032,0.060425
0.016,0.025,0.58,0.53,0.15,0.039,0.024,0.16,0.21,-0.482032,-0.025167,-0.319931,-0.035278,-0.279529,-0.036583,-0.117114,-0.036947,-0.076773,-0.035886,0.085398,-0.026979,0.127097,-0.021994,0.286797,0.007581,0.316671,0.007728,0.476654,-0.020278,71504592,0.083017
0.013,0.028,0.41,0.33,0.08,0.029,0.043,0.17,0.24,-0.484188,-0.042535,-0.311499,-0.037235,-0.283929,-0.036846,-0.11116,-0.037265,-0.080964,-0.036917,0.09175,-0.03251,0.127058,-0.028894,0.297079,0.001804,0.307863,0.001508,0.475942,-0.038477,55340412,0.163206
0.009,0.017,0.03,0.03,0.1,0.027,0.038,0.1,0.12,-0.483501,-0.036797,-0.310567,-0.022907,-0.286606,-0.021931,-0.113114,-0.021718,-0.084061,-0.020889,0.089159,-0.011206,0.113406,-0.010724,0.286875,-0.013507,0.309784,-0.015083,0.481999,-0.036086,40545132,0.209365
0.002,0.016,0.16,0.12,0.18,0.038,0.042,0.23,0.25,-0.475313,-0.03893,-0.312602,-0.015949,-0.281021,-0.013865,-0.116701,-0.015265,-0.074262,-0.013332,0.08925,0.003003,0.125199,0.005759,0.28929,0.014547,0.312297,0.011835,0.469847,-0.034868,63936748,0.335719
0.01,0.016,0.42,0.24,0.03,0.03,0.024,0.14,0.15,-0.486631,-0.024945,-0.316166,-0.036321,-0.285333,-0.037815,-0.114567,-0.042981,-0.083817,-0.043426,0.087028,-0.043205,0.120945,-0.040208,0.289182,-0.010472,0.312844,-0.009331,0.483162,-0.022748,639431680,0.03847
0.009,0.028,0.07,0.05,0.17,0.035,0.048,0.13,0.25,-0.477533,-0.045886,-0.311776,-0.028298,-0.280421,-0.026138,-0.113817,-0.020838,-0.076117,-0.018542,0.089898,-0.00359,0.12157,-0.001818,0.288217,0.001834,0.309662,-0.000639,0.471102,-0.042133,9110390,0.322173
0.007,0.022,0.57,0.37,0.07,0.038,0.045,0.27,0.29,-0.480168,-0.044639,-0.315025,-0.041573,-0.281533,-0.042606,-0.116893,-0.05585,-0.077526,-0.058377,0.087456,-0.066296,0.140889,-0.058903,0.297524,-0.006491,0.310498,-0.005753,0.472065,-0.04007,66450724,0.065222
0.007,0.019,0.91,0.74,0.14,0.04,0.035,0.2,0.29,-0.488281,-0.03857,-0.329798,-0.074705,-0.283068,-0.080335,-0.120538,-0.082881,-0.078071,-0.082029,0.084227,-0.072962,0.130555,-0.065596,0.287662,-0.023884,0.315351,-0.021316,0.47745,-0.033414,543459968,0.029234
0.009,0.029,0.6,0.53,0.15,0.049,0.043,0.22,0.29,-0.474569,-0.042456,-0.320905,-0.039108,-0.272881,-0.038604,-0.11918,-0.038726,-0.068089,-0.037506,0.085431,-0.030048,0.141024,-0.022604,0.291098,0.010588,0.316939,0.00966,0.464244,-0.034217,70934664,0.160921
0.002,0.014,0.2,0.14,0.14,0.042,0.037,0.25,0.29,-0.474488,-0.034046,-0.314814,-0.013685,-0.278055,-0.011545,-0.117097,-0.013242,-0.071604,-0.011523,0.088767,0.00232,0.131858,0.006822,0.291626,0.026426,0.315854,0.023903,0.468153,-0.028209,124844400,0.314574
0.013,0.022,0.51,0.43,0,0.04,0.021,0.14,0.21,-0.481688,-0.022487,-0.320863,-0.034989,-0.279386,-0.036688,-0.118077,-0.037383,-0.078055,-0.037535,0.083254,-0.038059,0.127256,-0.0335,0.285032,0.000084,0.317484,0.001485,0.477566,-0.018378,131338592,0.04745
0.012,0.025,0.04,0.03,0.17,0.037,0.031,0.15,0.26,-0.477531,-0.028256,-0.314115,-0.006266,-0.280479,-0.003497,-0.115667,0.001526,-0.076751,0.003979,0.087388,0.01969,0.121193,0.021218,0.286079,0.020385,0.314753,0.016609,0.474231,-0.025283,18134614,0.367512
0.011,0.019,0.38,0.32,0.11,0.023,0.025,0.13,0.1,-0.489775,-0.025548,-0.312456,-0.034501,-0.288771,-0.035363,-0.11127,-0.039324,-0.086858,-0.039174,0.09058,-0.033039,0.115727,-0.031033,0.291896,-0.008971,0.309505,-0.008632,0.48639,-0.023917,213155216,0.061583
0.003,0.027,0.28,0.14,0.01,0.036,0.045,0.19,0.27,-0.477905,-0.043137,-0.312387,-0.027725,-0.281579,-0.026615,-0.115381,-0.030081,-0.079206,-0.030762,0.087005,-0.033556,0.132152,-0.029515,0.295224,0.002756,0.310364,0.002329,0.471354,-0.039095,37771184,0.19066
0.003,0.017,0.5,0.38,0.18,0.028,0.024,0.2,0.14,-0.487445,-0.024787,-0.31453,-0.035041,-0.286303,-0.036556,-0.113284,-0.044881,-0.082714,-0.044686,0.090186,-0.034156,0.120809,-0.030423,0.291174,0.000894,0.311254,0.001366,0.482903,-0.021902,267395104,0.060802
0.016,0.025,0.21,0.18,0.17,0.045,0.025,0.25,0.2,-0.473616,-0.02086,-0.318775,0.005556,-0.279007,0.008364,-0.121991,0.003974,-0.075382,0.004194,0.081586,0.010066,0.127505,0.012708,0.284111,0.024878,0.319985,0.021634,0.471867,-0.018434,9741407,0.306336
0.014,0.022,0.26,0.2,0.03,0.029,0.024,0.23,0.14,-0.482797,-0.022143,-0.311469,-0.002004,-0.286561,-0.001156,-0.114259,-0.009591,-0.084922,-0.010806,0.087487,-0.016637,0.120753,-0.014672,0.291277,0.011418,0.311783,0.011064,0.481304,-0.020898,108299544,0.181947
0.003,0.012,0.12,0.08,0.18,0.048,0.027,0.1,0.18,-0.47581,-0.026829,-0.322922,-0.025748,-0.275285,-0.02573,-0.122396,-0.026702,-0.070906,-0.023491,0.080677,-0.003533,0.125755,0.000108,0.278576,0.004741,0.32107,0.001933,0.471953,-0.022768,50963616,0.159078
0.01,0.014,0.45,0.34,0.01,0.031,0.032,0.29,0.15,-0.482431,-0.030912,-0.311532,-0.01966,-0.281831,-0.018291,-0.110621,-0.013781,-0.07843,-0.012314,0.09248,-0.001226,0.125474,0.002042,0.295237,0.024703,0.311954,0.023358,0.475911,-0.026153,984523584,0.268442
0.01,0.018,0.06,0.04,0.03,0.038,0.046,0.28,0.3,-0.470168,-0.039838,-0.30995,0.001251,-0.28396,0.004534,-0.118557,0.004577,-0.07979,0.004911,0.085589,0.007718,0.125059,0.009031,0.29026,0.017216,0.310496,0.014456,0.467472,-0.037669,50353760,0.471743
0.005,0.01,0.69,0.38,0.07,0.045,0.045,0.23,0.15,-0.485451,-0.048162,-0.331159,-0.07469,-0.276466,-0.077875,-0.120138,-0.069434,-0.071225,-0.064489,0.083629,-0.041473,0.125796,-0.036404,0.281694,-0.022063,0.316767,-0.022618,0.472132,-0.041888,1926289280,0.067171
0.004,0.012,0.17,0.12,0.1,0.046,0.043,0.11,0.15,-0.477401,-0.043212,-0.322704,-0.044652,-0.27653,-0.044987,-0.121828,-0.045795,-0.072421,-0.044055,0.081841,-0.032366,0.128148,-0.028609,0.282276,-0.015273,0.317902,-0.016368,0.47092,-0.039145,143040928,0.119172
0.002,0.014,0.32,0.26,0.03,0.029,0.038,0.22,0.29,-0.484007,-0.037396,-0.310442,-0.03052,-0.281305,-0.029303,-0.107771,-0.021682,-0.077541,-0.01984,0.095634,-0.006334,0.127236,-0.00268,0.298923,0.023691,0.309362,0.022823,0.474333,-0.031551,359540384,0.26616
0.016,0.022,0.92,0.89,0.13,0.034,0.04,0.23,0.15,-0.489618,-0.042204,-0.324221,-0.06901,-0.284943,-0.072617,-0.11743,-0.076381,-0.081073,-0.076119,0.086369,-0.069945,0.126956,-0.064847,0.290724,-0.029418,0.313211,-0.027761,0.480403,-0.038794,287840032,0.019296
0.006,0.029,0.9,0.51,0.09,0.02,0.025,0.15,0.21,-0.493385,-0.026101,-0.31361,-0.050024,-0.292551,-0.052319,-0.111842,-0.067668,-0.091039,-0.069078,0.090089,-0.078252,0.115686,-0.076576,0.294072,-0.043864,0.31153,-0.041509,0.492207,-0.025773,338037856,0.004995
0.002,0.011,0.1,0.06,0.15,0.033,0.043,0.26,0.16,-0.475582,-0.039052,-0.309762,-0.006749,-0.287072,-0.00503,-0.118277,-0.011982,-0.079826,-0.011091,0.088465,0.003678,0.116929,0.004689,0.285844,0.001895,0.309645,-0.000967,0.474407,-0.038292,139496992,0.352072
0.007,0.019,0.81,0.61,0.14,0.047,0.032,0.16,0.21,-0.483543,-0.03613,-0.332392,-0.067716,-0.28026,-0.073853,-0.125906,-0.078231,-0.076599,-0.077826,0.077662,-0.070913,0.127872,-0.065873,0.28043,-0.041987,0.323254,-0.037933,0.477584,-0.032768,661418752,0.012125
0.006,0.013,0.11,0.07,0.04,0.044,0.03,0.22,0.27,-0.473723,-0.026335,-0.31708,-0.002415,-0.277707,0.000676,-0.11925,0.001491,-0.074307,0.002441,0.084043,0.008322,0.129776,0.011443,0.287457,0.027132,0.318651,0.024043,0.470194,-0.022262,130547264,0.328507
0.015,0.02,0.3,0.23,0.16,0.028,0.035,0.14,0.28,-0.485972,-0.034989,-0.311876,-0.034848,-0.283233,-0.034561,-0.109169,-0.031208,-0.078519,-0.029422,0.094757,-0.012543,0.124337,-0.008885,0.296505,0.016956,0.309362,0.016186,0.477211,-0.030028,100446800,0.199029
0.018,0.028,0.05,0.03,0.18,0.044,0.021,0.14,0.2,-0.4756,-0.018157,-0.319557,0.00104,-0.278033,0.003838,-0.120825,0.005743,-0.075591,0.00769,0.081199,0.019298,0.123394,0.020664,0.280607,0.019218,0.320184,0.015059,0.474263,-0.016206,12155916,0.294278
0.015,0.024,0.5,0.25,0.08,0.032,0.029,0.2,0.22,-0.483881,-0.028934,-0.314103,-0.028238,-0.284739,-0.029425,-0.115571,-0.043823,-0.082674,-0.046064,0.086884,-0.054749,0.127116,-0.050659,0.291455,-0.008024,0.312088,-0.006637,0.480656,-0.026885,127230496,0.046551
0.005,0.022,0.29,0.16,0.11,0.033,0.034,0.17,0.12,-0.481928,-0.033191,-0.314227,-0.025342,-0.285167,-0.025643,-0.117665,-0.03697,-0.083054,-0.038466,0.084801,-0.041638,0.123476,-0.039011,0.28936,-0.013176,0.312938,-0.012705,0.479722,-0.031892,52844872,0.08979
0.008,0.015,0.58,0.31,0.16,0.03,0.044,0.21,0.2,-0.488951,-0.045154,-0.317934,-0.060344,-0.28665,-0.062631,-0.115242,-0.072484,-0.080026,-0.072396,0.091331,-0.061686,0.127929,-0.056421,0.295356,-0.018396,0.309023,-0.017815,0.479071,-0.041509,910819520,0.043237
0.005,0.017,0.34,0.32,0.19,0.045,0.045,0.28,0.16,-0.47304,-0.042478,-0.316671,-0.026491,-0.277565,-0.025017,-0.120436,-0.029181,-0.070452,-0.027683,0.086145,-0.014117,0.132108,-0.009518,0.288289,0.008207,0.314865,0.006012,0.46602,-0.037102,177779424,0.248732
0.011,0.016,0.55,0.34,0.19,0.031,0.046,0.27,0.16,-0.484846,-0.046115,-0.313793,-0.0474,-0.285356,-0.048397,-0.114633,-0.059097,-0.077385,-0.058867,0.093193,-0.04606,0.130068,-0.040719,0.29727,-0.004605,0.30791,-0.004631,0.474933,-0.041568,742992384,0.103577
0.007,0.018,0.11,0.1,0.08,0.033,0.028,0.18,0.19,-0.480175,-0.025753,-0.313082,-0.005002,-0.283634,-0.003167,-0.115258,-0.003016,-0.081074,-0.002252,0.087141,0.005115,0.12031,0.00669,0.288466,0.015298,0.31348,0.013171,0.477768,-0.023706,34258148,0.281341
0.006,0.028,0.03,0.02,0.04,0.031,0.028,0.22,0.25,-0.479007,-0.024157,-0.311526,0.011515,-0.286518,0.014231,-0.115284,0.015337,-0.083904,0.015754,0.087299,0.019202,0.118282,0.01982,0.289487,0.023205,0.312288,0.020481,0.47788,-0.023129,2742741.25,0.414175
0.014,0.022,0.24,0.2,0.07,0.047,0.034,0.29,0.1,-0.470566,-0.029015,-0.318169,-0.000054,-0.280455,0.002122,-0.12574,-0.009118,-0.077715,-0.011821,0.077285,-0.018019,0.130019,-0.015483,0.283709,0.005557,0.318219,0.004254,0.469886,-0.028309,74411600,0.232863
0.009,0.017,0.64,0.45,0.07,0.023,0.044,0.18,0.25,-0.494575,-0.045153,-0.31729,-0.069427,-0.289138,-0.071574,-0.110222,-0.074459,-0.085012,-0.07423,0.093823,-0.068093,0.125674,-0.063601,0.299229,-0.020033,0.305534,-0.019656,0.483048,-0.0422,672159232,0.035455
0.012,0.025,0.93,0.75,0.01,0.035,0.035,0.13,0.29,-0.490374,-0.037929,-0.327032,-0.073616,-0.285065,-0.078208,-0.117871,-0.078685,-0.0827,-0.0787,0.084494,-0.07836,0.127494,-0.072945,0.289553,-0.031824,0.314289,-0.029132,0.4814,-0.034428,309441536,0.0187
0.005,0.026,0.23,0.14,0.07,0.025,0.038,0.1,0.21,-0.486865,-0.037785,-0.310725,-0.034832,-0.286166,-0.034562,-0.110004,-0.033641,-0.084018,-0.033166,0.092059,-0.027645,0.121013,-0.02517,0.295474,-0.000731,0.30755,-0.001058,0.480434,-0.034892,29312666,0.154145
0.009,0.028,0.46,0.45,0.13,0.032,0.044,0.28,0.26,-0.478749,-0.041718,-0.30908,-0.020851,-0.283025,-0.01939,-0.112087,-0.021154,-0.078149,-0.020753,0.0927,-0.01495,0.130347,-0.011128,0.298875,0.017531,0.30868,0.016793,0.471019,-0.036771,41880732,0.283413
0.005,0.014,0.27,0.22,0.12,0.031,0.05,0.27,0.21,-0.478767,-0.047848,-0.308561,-0.027835,-0.283482,-0.02636,-0.112104,-0.026279,-0.076513,-0.0246,0.094113,-0.008549,0.124447,-0.005862,0.295237,0.008323,0.306678,0.007087,0.4705,-0.043243,339084384,0.319177
0.005,0.015,0.75,0.61,0.17,0.05,0.041,0.27,0.27,-0.481346,-0.04425,-0.330091,-0.066896,-0.274324,-0.071066,-0.121384,-0.071172,-0.066648,-0.067919,0.085203,-0.049695,0.139449,-0.039607,0.2877,-0.00202,0.317403,-0.001568,0.466729,-0.034627,685000576,0.065747
0.008,0.021,0.03,0.02,0.12,0.041,0.022,0.25,0.2,-0.474929,-0.016604,-0.318305,0.021012,-0.283497,0.024746,-0.122458,0.02121,-0.080276,0.021432,0.080717,0.026663,0.120245,0.026645,0.281234,0.021267,0.317862,0.016745,0.475326,-0.017188,9388480,0.399433
0.011,0.019,0.59,0.47,0.13,0.041,0.026,0.17,0.3,-0.482628,-0.028186,-0.3222,-0.046768,-0.278395,-0.04934,-0.116895,-0.049655,-0.073887,-0.048025,0.087126,-0.035482,0.1318,-0.028141,0.288358,0.011506,0.316549,0.012075,0.474581,-0.021216,243490528,0.070407
0.005,0.016,0.23,0.15,0.01,0.049,0.027,0.22,0.24,-0.472916,-0.024407,-0.320552,-0.009053,-0.274638,-0.006962,-0.121509,-0.008404,-0.072173,-0.00856,0.080961,-0.00809,0.133994,-0.003607,0.285035,0.021636,0.321428,0.019885,0.469348,-0.019741,222163184,0.213711
0.003,0.011,0.36,0.33,0.13,0.04,0.027,0.11,0.18,-0.484027,-0.029561,-0.324726,-0.05236,-0.280055,-0.054657,-0.119255,-0.048322,-0.077011,-0.044743,0.082563,-0.023936,0.120129,-0.020625,0.280881,-0.013198,0.317586,-0.013695,0.478079,-0.025465,461386560,0.059929
0.007,0.017,0.04,0.02,0.13,0.023,0.028,0.27,0.14,-0.481959,-0.024306,-0.308502,0.019763,-0.294247,0.021164,-0.115529,0.01171,-0.090511,0.011297,0.088421,0.014859,0.109813,0.014674,0.288657,0.008019,0.307578,0.005985,0.483748,-0.025537,19915354,0.384724
0.009,0.015,0.41,0.21,0.01,0.028,0.048,0.2,0.24,-0.48623,-0.048066,-0.312259,-0.048899,-0.284782,-0.04918,-0.11083,-0.051901,-0.081484,-0.051948,0.092476,-0.04978,0.130235,-0.045276,0.299822,-0.006455,0.306102,-0.006429,0.476,-0.043863,739264512,0.111762
0.014,0.021,0.43,0.32,0.16,0.05,0.028,0.28,0.22,-0.472633,-0.025691,-0.320648,-0.012263,-0.274937,-0.011624,-0.122635,-0.020793,-0.070587,-0.021974,0.081973,-0.019722,0.137023,-0.013284,0.285986,0.019726,0.321231,0.018952,0.468601,-0.020569,118753560,0.160595
0.004,0.015,0.4,0.2,0.03,0.041,0.033,0.12,0.24,-0.482502,-0.034686,-0.322594,-0.0489,-0.279215,-0.051128,-0.118692,-0.053366,-0.07661,-0.05326,0.0839,-0.050205,0.131034,-0.044494,0.28763,-0.00913,0.316149,-0.00792,0.475178,-0.029885,509732768,0.046263
0.005,0.011,0.79,0.54,0.19,0.049,0.032,0.12,0.17,-0.481821,-0.035969,-0.332541,-0.063977,-0.277083,-0.068271,-0.125271,-0.063577,-0.07497,-0.060933,0.076497,-0.049688,0.124065,-0.047168,0.275873,-0.042346,0.325343,-0.040379,0.477055,-0.033132,3120539136,0.012527
0.01,0.016,0.54,0.43,0.04,0.045,0.041,0.3,0.28,-0.476748,-0.040578,-0.318372,-0.03766,-0.2741,-0.037235,-0.115696,-0.037114,-0.069081,-0.03615,0.089192,-0.029718,0.142148,-0.021814,0.295401,0.018252,0.315348,0.01763,0.465807,-0.031907,602725568,0.16352
0.019,0.029,0.39,0.37,0.16,0.026,0.023,0.19,0.18,-0.485615,-0.02216,-0.310569,-0.011416,-0.286203,-0.010775,-0.110833,-0.0123,-0.083618,-0.011809,0.091582,-0.003968,0.119216,-0.001678,0.293316,0.019436,0.311134,0.018556,0.482305,-0.019619,50976680,0.201896
0.011,0.024,0.35,0.27,0.17,0.027,0.031,0.25,0.16,-0.483168,-0.029325,-0.309409,-0.010073,-0.287795,-0.009531,-0.11329,-0.020054,-0.084205,-0.020816,0.090612,-0.019442,0.12218,-0.016761,0.294725,0.011365,0.309456,0.010931,0.480048,-0.027298,27882004,0.192627
0.009,0.013,0.51,0.43,0.03,0.04,0.048,0.15,0.2,-0.487925,-0.050579,-0.328726,-0.076343,-0.278508,-0.078887,-0.11752,-0.069341,-0.075486,-0.065886,0.0849,-0.049017,0.124698,-0.044824,0.285078,-0.027895,0.314577,-0.027955,0.474887,-0.045534,710848512,0.059646
0.004,0.025,0.56,0.35,0.12,0.032,0.033,0.29,0.19,-0.481557,-0.031699,-0.311559,-0.018841,-0.285909,-0.019319,-0.116508,-0.038505,-0.08313,-0.041507,0.086975,-0.052861,0.129379,-0.04852,0.293655,-0.002933,0.31063,-0.00203,0.478814,-0.029936,70959336,0.080455
0.012,0.016,0.16,0.15,0.14,0.024,0.043,0.24,0.15,-0.481457,-0.04061,-0.305958,-0.012972,-0.289412,-0.011796,-0.111769,-0.014346,-0.084027,-0.013525,0.093154,-0.000473,0.114497,0.000445,0.292144,0.002655,0.305529,0.001199,0.478548,-0.039151,172157056,0.335315
0.017,0.026,0.3,0.16,0.13,0.043,0.03,0.18,0.3,-0.47644,-0.028411,-0.317281,-0.017172,-0.276757,-0.015952,-0.117209,-0.017589,-0.072765,-0.016962,0.086673,-0.010824,0.13376,-0.005442,0.29047,0.024559,0.317943,0.023162,0.470802,-0.022578,52336148,0.210882
0.006,0.016,0.15,0.14,0.19,0.036,0.031,0.21,0.21,-0.478364,-0.028581,-0.313821,-0.00842,-0.28188,-0.006551,-0.116109,-0.007381,-0.07673,-0.00536,0.088085,0.012437,0.121304,0.014577,0.28704,0.01808,0.314234,0.014987,0.474951,-0.025643,26221306,0.312502
0.002,0.011,0.38,0.24,0.05,0.038,0.037,0.18,0.19,-0.483507,-0.038183,-0.320494,-0.049067,-0.278626,-0.049636,-0.115377,-0.043188,-0.074683,-0.04001,0.087587,-0.021036,0.124927,-0.016889,0.287407,0.000199,0.313911,-0.000995,0.474197,-0.032622,602940096,0.131579
0.002,0.016,0.17,0.1,0.04,0.034,0.041,0.25,0.16,-0.476406,-0.037594,-0.310929,-0.00963,-0.285365,-0.00791,-0.117634,-0.013463,-0.082251,-0.014033,0.085572,-0.013885,0.123285,-0.012106,0.290377,0.003546,0.310697,0.002159,0.474111,-0.036052,208610784,0.278993
0.003,0.01,0.03,0.02,0.11,0.037,0.041,0.19,0.29,-0.475357,-0.03763,-0.311882,-0.011931,-0.281129,-0.009398,-0.115651,-0.008006,-0.074909,-0.00575,0.08971,0.011138,0.1235,0.013312,0.288926,0.017659,0.312063,0.014515,0.470333,-0.03381,75923736,0.386818
0.003,0.017,0.18,0.09,0.18,0.021,0.037,0.27,0.23,-0.483156,-0.034576,-0.304442,-0.002645,-0.292079,-0.001877,-0.110787,-0.011452,-0.086036,-0.011493,0.095287,-0.002526,0.118255,-0.000753,0.298806,0.018216,0.305222,0.017649,0.479661,-0.032643,97465760,0.327764
0.017,0.029,0.87,0.53,0.19,0.042,0.021,0.2,0.29,-0.480878,-0.022723,-0.320919,-0.036489,-0.278925,-0.039965,-0.11888,-0.052686,-0.075618,-0.054747,0.084913,-0.057295,0.132668,-0.050186,0.285496,-0.000995,0.31725,0.001959,0.47653,-0.018197,160941008,0.024794
0.003,0.021,0.75,0.46,0.01,0.047,0.041,0.12,0.22,-0.484017,-0.044473,-0.332061,-0.07141,-0.279821,-0.076995,-0.125604,-0.082786,-0.07812,-0.084274,0.076156,-0.088154,0.130707,-0.084248,0.282858,-0.058432,0.325477,-0.053335,0.479425,-0.042543,699001408,0.007156
0.004,0.021,0.49,0.42,0.05,0.038,0.042,0.21,0.21,-0.481255,-0.042115,-0.317485,-0.043108,-0.280129,-0.043619,-0.116393,-0.047105,-0.077362,-0.047455,0.08641,-0.046903,0.133024,-0.041644,0.292803,-0.005696,0.312543,-0.005454,0.473155,-0.037475,115512640,0.094907
0.009,0.018,0.79,0.69,0.15,0.038,0.022,0.2,0.2,-0.485577,-0.025238,-0.325012,-0.056644,-0.283421,-0.060939,-0.119826,-0.063002,-0.080033,-0.061835,0.08316,-0.05019,0.123292,-0.044993,0.284068,-0.014685,0.316497,-0.012502,0.479885,-0.020985,452638272,0.020934
0.006,0.021,0.26,0.16,0.19,0.041,0.022,0.24,0.22,-0.476944,-0.019304,-0.317038,0.000565,-0.279989,0.001964,-0.11904,-0.00579,-0.076165,-0.005988,0.084848,0.000279,0.127884,0.004182,0.287398,0.026986,0.318775,0.025156,0.474558,-0.016029,41507112,0.2322
0.005,0.029,0.05,0.04,0.18,0.048,0.041,0.17,0.26,-0.470027,-0.036859,-0.317837,-0.013369,-0.275343,-0.009568,-0.1214,-0.005674,-0.071076,-0.002913,0.082369,0.010059,0.126643,0.011827,0.280634,0.011126,0.317453,0.006218,0.466251,-0.033437,16106536,0.366982
0.009,0.014,0.47,0.4,0.08,0.04,0.027,0.3,0.22,-0.479049,-0.026269,-0.316323,-0.020456,-0.276576,-0.019207,-0.113805,-0.014798,-0.071868,-0.012062,0.090095,0.004718,0.131076,0.009987,0.292016,0.034725,0.318066,0.032494,0.472457,-0.019246,687025152,0.252498
